locus_tag	chrom	start	end	strand	product
PMG11_03605	CDHK01000003.1	2063054	2063406	-	hypothetical protein
PMG11_03606	CDHK01000003.1	2070158	2071873	-	hypothetical protein
PMG11_03607	CDHK01000003.1	2072307	2073901	-	Putative Acetyltransferase, GNAT family family
PMG11_03608	CDHK01000003.1	2073998	2078684	-	Putative Arrestin domain protein
PMG11_03609	CDHK01000003.1	2081009	2082128	-	hypothetical protein
PMG11_03610	CDHK01000003.1	2082363	2085354	+	Putative RRM_1-domain-containing protein
PMG11_03611	CDHK01000003.1	2086122	2087445	+	hypothetical protein
PMG11_03612	CDHK01000003.1	2087789	2089129	-	Putative Glutamine amidotransferase
PMG11_03613	CDHK01000003.1	2089510	2092828	+	Putative Mitochondrial dynamin GTPase
PMG11_03614	CDHK01000003.1	2092973	2095417	-	Putative External NADH-ubiquinone oxidoreductase
PMG11_03615	CDHK01000003.1	2096653	2098149	-	hypothetical protein
PMG11_03616	CDHK01000003.1	2099163	2100325	-	Putative Endo-1,4-beta-xylanase
PMG11_03617	CDHK01000003.1	2101570	2103503	-	Putative Hexose transporter protein
PMG11_03618	CDHK01000003.1	2107845	2108177	-	hypothetical protein
PMG11_03619	CDHK01000003.1	2118883	2121886	+	hypothetical protein
PMG11_03620	CDHK01000003.1	2122097	2123155	+	Putative 50S ribosomal subunit protein L15
PMG11_03621	CDHK01000003.1	2124027	2126006	-	hypothetical protein
PMG11_03622	CDHK01000003.1	2127107	2129633	+	hypothetical protein
PMG11_03623	CDHK01000003.1	2130420	2131214	+	hypothetical protein
PMG11_03624	CDHK01000003.1	2133033	2134266	+	hypothetical protein
PMG11_03625	CDHK01000003.1	2134407	2136617	+	hypothetical protein
PMG11_03626	CDHK01000003.1	2136741	2138061	-	hypothetical protein
PMG11_03627	CDHK01000003.1	2139814	2140344	+	hypothetical protein
PMG11_03628	CDHK01000003.1	2141281	2142667	-	hypothetical protein
PMG11_03629	CDHK01000003.1	2143432	2147668	-	Putative Serine palmitoyltransferase
PMG11_03630	CDHK01000003.1	2148278	2151119	+	Putative Acetoacetyl-CoA synthase
PMG11_03631	CDHK01000003.1	2151259	2153529	+	Putative Mitochondrial processing peptidase alpha subunit
PMG11_03632	CDHK01000003.1	2153650	2155218	+	Putative Mitochondrial import receptor subunit tom22
PMG11_03633	CDHK01000003.1	2154626	2157596	-	hypothetical protein
PMG11_03634	CDHK01000003.1	2161098	2161722	-	hypothetical protein
PMG11_03635	CDHK01000003.1	2163937	2166362	+	Putative Sugar transporter
PMG11_03636	CDHK01000003.1	2166464	2168422	-	Putative Amino acid transporters
PMG11_03637	CDHK01000003.1	2169225	2170605	+	Putative Taurine catabolism dioxygenase TauD, TfdA family protein
PMG11_03638	CDHK01000003.1	2171469	2173162	+	hypothetical protein
PMG11_03639	CDHK01000003.1	2175115	2175441	+	hypothetical protein
PMG11_03640	CDHK01000003.1	2175584	2175838	+	hypothetical protein
PMG11_03641	CDHK01000003.1	2176564	2179811	+	hypothetical protein
PMG11_03642	CDHK01000003.1	2180269	2180786	+	hypothetical protein
PMG11_03643	CDHK01000003.1	2181702	2184149	-	hypothetical protein
PMG11_03644	CDHK01000003.1	2184608	2186473	-	Putative ADP-ribosylation factor
PMG11_03645	CDHK01000003.1	2187449	2189656	-	hypothetical protein
PMG11_03646	CDHK01000003.1	2191080	2191892	+	hypothetical protein
PMG11_03647	CDHK01000003.1	2192027	2192959	+	hypothetical protein
PMG11_03648	CDHK01000003.1	2193454	2194242	+	hypothetical protein
PMG11_03649	CDHK01000003.1	2194566	2195507	+	Putative Ribosomal protein
PMG11_03650	CDHK01000003.1	2195595	2197175	-	hypothetical protein
PMG11_03651	CDHK01000003.1	2197270	2198911	+	Putative Basic proline-rich protein
PMG11_03652	CDHK01000003.1	2199511	2199888	+	Putative Small nuclear ribonucleoprotein Lsm8
PMG11_03653	CDHK01000003.1	2201643	2204022	+	hypothetical protein
PMG11_03654	CDHK01000003.1	2204201	2206531	-	Putative Surfeit locus protein
PMG11_03655	CDHK01000003.1	2206560	2208953	-	hypothetical protein
PMG11_03656	CDHK01000003.1	2210089	2212314	+	Putative Nucleoside hydrolase
PMG11_03657	CDHK01000003.1	2212741	2213358	+	hypothetical protein
PMG11_03658	CDHK01000003.1	2214050	2214472	+	hypothetical protein
PMG11_03659	CDHK01000003.1	2216565	2218177	+	hypothetical protein
PMG11_03660	CDHK01000003.1	2218560	2221626	+	hypothetical protein
PMG11_03661	CDHK01000003.1	2222381	2224232	-	hypothetical protein
PMG11_03662	CDHK01000003.1	2224770	2226147	-	hypothetical protein
PMG11_03663	CDHK01000003.1	2230160	2232399	-	hypothetical protein
PMG11_03664	CDHK01000003.1	2232794	2235320	-	Putative Synaptic vesicle transporter SVOP
PMG11_03665	CDHK01000003.1	2235497	2237019	-	hypothetical protein
PMG11_03666	CDHK01000003.1	2237477	2238403	+	hypothetical protein
PMG11_03667	CDHK01000003.1	2242902	2245167	-	hypothetical protein
PMG11_03668	CDHK01000003.1	2246678	2249965	-	hypothetical protein
PMG11_03669	CDHK01000003.1	2250481	2251683	-	hypothetical protein
PMG11_03670	CDHK01000003.1	2255913	2256851	-	hypothetical protein
PMG11_03671	CDHK01000003.1	2260638	2262032	+	hypothetical protein
PMG11_03672	CDHK01000003.1	2262189	2267802	+	hypothetical protein
PMG11_03673	CDHK01000003.1	2266968	2268990	-	hypothetical protein
PMG11_03674	CDHK01000003.1	2269389	2270446	-	hypothetical protein
PMG11_03675	CDHK01000003.1	2270600	2271798	+	Putative Remark: C-terminus is 254 aa shorter than soluble epoxide hydrolase
PMG11_03676	CDHK01000003.1	2272168	2273295	+	Putative 60S ribosomal protein L5
PMG11_03677	CDHK01000003.1	2273800	2274776	+	hypothetical protein
PMG11_03678	CDHK01000003.1	2274850	2275324	-	Putative DUF718 domain protein
PMG11_03679	CDHK01000003.1	2275777	2277494	-	Putative Nitrate transporter
PMG11_03680	CDHK01000003.1	2278415	2282968	-	Putative Catalytic activity: 3 NAD(P)H NITRITE = 3 NAD(P)() NH(4)OH H(2)O
PMG11_03681	CDHK01000003.1	2283237	2286573	+	Putative Nitrate reductase
PMG11_03682	CDHK01000003.1	2286705	2287820	-	hypothetical protein
PMG11_03683	CDHK01000003.1	2288322	2291631	-	hypothetical protein
PMG11_03684	CDHK01000003.1	2291685	2293079	+	hypothetical protein
PMG11_03685	CDHK01000003.1	2293080	2294967	-	Putative Isocitrate dehydrogenase
PMG11_03686	CDHK01000003.1	2294947	2298443	+	hypothetical protein
PMG11_03687	CDHK01000003.1	2298459	2299325	-	hypothetical protein
PMG11_03688	CDHK01000003.1	2299510	2305258	+	hypothetical protein
PMG11_03689	CDHK01000003.1	2303220	2305045	-	Putative Adenylyl cyclase-associated protein
PMG11_03690	CDHK01000003.1	2305437	2306761	+	hypothetical protein
PMG11_03691	CDHK01000003.1	2306906	2307303	-	Putative Podospora anserina S mat genomic DNA chromosome 3, supercontig 2
PMG11_03692	CDHK01000003.1	2307420	2309269	+	Putative Ribonuclease III domain proteins
PMG11_03693	CDHK01000003.1	2309318	2310304	-	hypothetical protein
PMG11_03694	CDHK01000003.1	2311128	2316270	+	hypothetical protein
PMG11_03695	CDHK01000003.1	2316619	2317270	+	hypothetical protein
PMG11_03696	CDHK01000003.1	2317687	2319622	+	hypothetical protein
PMG11_03697	CDHK01000003.1	2320650	2323234	+	hypothetical protein
PMG11_03698	CDHK01000003.1	2323729	2326019	+	Putative Acetylglutamate synthase
PMG11_03699	CDHK01000003.1	2326887	2329438	+	hypothetical protein
PMG11_03700	CDHK01000003.1	2328882	2332064	-	Putative Ribosome assembly protein Noc2
PMG11_03701	CDHK01000003.1	2332197	2333231	+	Putative Vacuolar sorting protein
PMG11_03702	CDHK01000003.1	2333319	2334939	+	hypothetical protein
PMG11_03703	CDHK01000003.1	2335285	2336059	+	hypothetical protein
PMG11_03704	CDHK01000003.1	2336190	2338403	-	Putative ATP-dependent RNA helicase rok1
PMG11_03705	CDHK01000003.1	2338893	2340074	-	Putative Mitochondrial F1F0-ATP synthase g subunit
PMG11_03706	CDHK01000003.1	2341142	2343468	+	Putative L-arabinitol 4-dehydrogenase
PMG11_03707	CDHK01000003.1	2344135	2347834	+	hypothetical protein
PMG11_03708	CDHK01000003.1	2349618	2352290	+	hypothetical protein
PMG11_03709	CDHK01000003.1	2353943	2356186	-	hypothetical protein
PMG11_03710	CDHK01000003.1	2357339	2358874	-	hypothetical protein
PMG11_03711	CDHK01000003.1	2359546	2361120	+	Putative Threonyl-tRNA synthetase kinase
PMG11_03712	CDHK01000003.1	2361780	2363933	+	Putative 2-isopropylmalate synthase
PMG11_03713	CDHK01000003.1	2364333	2371108	-	Putative Function: CPS1 product is described as peptide synthetase-like protein
PMG11_03714	CDHK01000003.1	2371459	2372817	+	Putative 40S ribosomal protein S5
PMG11_03715	CDHK01000003.1	2373135	2375817	+	Putative SDA1 domain-containing protein
PMG11_03716	CDHK01000003.1	2376410	2378101	+	hypothetical protein
PMG11_03717	CDHK01000003.1	2378554	2379123	+	hypothetical protein
PMG11_03718	CDHK01000003.1	2379389	2381195	-	Putative Pisatin demethylase
PMG11_03719	CDHK01000003.1	2383481	2387230	-	hypothetical protein
PMG11_03720	CDHK01000003.1	2389414	2389824	-	hypothetical protein
PMG11_03721	CDHK01000003.1	2389834	2390826	-	hypothetical protein
PMG11_03722	CDHK01000003.1	2394143	2395889	-	hypothetical protein
PMG11_03723	CDHK01000003.1	2396163	2398677	+	hypothetical protein
PMG11_03724	CDHK01000003.1	2400028	2401456	+	hypothetical protein
PMG11_03725	CDHK01000003.1	2402050	2404821	-	hypothetical protein
PMG11_03726	CDHK01000003.1	2406357	2407313	+	Putative EBP domain protein
PMG11_03727	CDHK01000003.1	2408399	2411611	+	hypothetical protein
PMG11_03728	CDHK01000003.1	2411801	2413540	+	hypothetical protein
PMG11_03729	CDHK01000003.1	2413948	2417169	-	hypothetical protein
PMG11_03730	CDHK01000003.1	2417362	2419623	-	Putative Choline transport protein
PMG11_03731	CDHK01000003.1	2422330	2424334	+	hypothetical protein
PMG11_03732	CDHK01000003.1	2429358	2432709	-	Putative Heat shock protein HSP98
PMG11_03733	CDHK01000003.1	2433426	2433821	-	hypothetical protein
PMG11_03734	CDHK01000003.1	2435934	2439081	+	hypothetical protein
PMG11_03735	CDHK01000003.1	2439317	2441383	-	hypothetical protein
PMG11_03736	CDHK01000003.1	2441884	2442707	+	Putative Molecular chaperone Prefoldin
PMG11_03737	CDHK01000003.1	2443481	2445827	-	Putative Hsp70-like protein
PMG11_03738	CDHK01000003.1	2446876	2448266	-	hypothetical protein
PMG11_03739	CDHK01000003.1	2448387	2449569	+	hypothetical protein
PMG11_03740	CDHK01000003.1	2449866	2452040	+	Putative Hydroxymethylglutaryl-synthase
PMG11_03741	CDHK01000003.1	2457089	2461679	+	hypothetical protein
PMG11_03742	CDHK01000003.1	2461193	2463381	-	Putative Carboxypeptidase S1
PMG11_03743	CDHK01000003.1	2464590	2465477	-	Putative Amidases related to nicotinamidase
PMG11_03744	CDHK01000003.1	2468202	2469501	+	hypothetical protein
PMG11_03745	CDHK01000003.1	2469652	2470949	+	Putative Acyl-CoA thioesterase II
PMG11_03746	CDHK01000003.1	2471155	2472997	-	hypothetical protein
PMG11_03747	CDHK01000003.1	2476884	2477267	+	hypothetical protein
PMG11_03748	CDHK01000003.1	2477395	2478816	+	hypothetical protein
PMG11_03749	CDHK01000003.1	2478514	2481576	-	hypothetical protein
PMG11_03750	CDHK01000003.1	2484182	2485139	-	Putative SAM-dependent methyltransferase
PMG11_03751	CDHK01000003.1	2487184	2488503	+	Putative Function: mixed-linked glucanases are extracellular enzymes able to hydrolyze beta 1
PMG11_03752	CDHK01000003.1	2488762	2489919	-	hypothetical protein
PMG11_03753	CDHK01000003.1	2490615	2492129	-	Putative Cystathionine beta-lyase
PMG11_03754	CDHK01000003.1	2492819	2494274	+	Putative Iron-sulfur cluster-binding protein, rieske family domain protein
PMG11_03755	CDHK01000003.1	2494659	2497679	+	hypothetical protein
PMG11_03756	CDHK01000003.1	2496536	2499509	-	hypothetical protein
PMG11_03757	CDHK01000003.1	2501083	2502745	-	hypothetical protein
PMG11_03758	CDHK01000003.1	2503385	2504902	+	Putative Phosphate carrier protein
PMG11_03759	CDHK01000003.1	2505087	2506684	-	hypothetical protein
PMG11_03760	CDHK01000003.1	2507359	2509140	+	hypothetical protein
PMG11_03761	CDHK01000003.1	2509595	2510693	-	hypothetical protein
PMG11_03762	CDHK01000003.1	2512349	2513524	+	hypothetical protein
PMG11_03763	CDHK01000003.1	2513838	2514865	-	Putative Dihydrodipicolinate synthase
PMG11_03764	CDHK01000003.1	2515240	2518414	-	Putative Poly(A) polymerase Pap
PMG11_03765	CDHK01000003.1	2518592	2520410	-	Putative Homoserine acetyltransferase family protein
PMG11_03766	CDHK01000003.1	2520589	2522509	-	Putative Conserved protein typically associated with flavoprotein oxygenase
PMG11_03767	CDHK01000003.1	2523356	2527722	+	hypothetical protein
PMG11_03768	CDHK01000003.1	2527814	2530446	+	hypothetical protein
PMG11_03769	CDHK01000003.1	2531163	2533051	-	hypothetical protein
PMG11_03770	CDHK01000003.1	2533978	2537605	-	hypothetical protein
PMG11_03771	CDHK01000003.1	2540596	2542328	+	Putative Tyrosyl-tRNA synthetase
PMG11_03772	CDHK01000003.1	2544143	2546103	-	Putative Acyl-CoA desaturase
PMG11_03773	CDHK01000003.1	2546842	2548654	-	Putative Fungal cellulose binding domain protein
PMG11_03774	CDHK01000003.1	2549464	2550651	-	hypothetical protein
PMG11_03775	CDHK01000003.1	2550952	2552925	+	hypothetical protein
PMG11_03776	CDHK01000003.1	2553422	2554453	+	hypothetical protein
PMG11_03777	CDHK01000003.1	2554591	2555271	-	hypothetical protein
PMG11_03778	CDHK01000003.1	2555527	2556742	+	hypothetical protein
PMG11_03779	CDHK01000003.1	2557201	2558952	+	hypothetical protein
PMG11_03780	CDHK01000003.1	2559152	2561182	-	Putative Glucose-methanol-choline oxidoreductase
PMG11_03781	CDHK01000003.1	2561868	2563340	-	hypothetical protein
PMG11_03782	CDHK01000003.1	2564089	2566579	+	Putative Peroxisome biosynthesis protein (Peroxine-7)
PMG11_03783	CDHK01000003.1	2566012	2566825	-	Putative DUF1014 domain protein
PMG11_03784	CDHK01000003.1	2567062	2569003	+	Putative GPI-anchor transamidase
PMG11_03785	CDHK01000003.1	2570132	2572761	+	Putative Cell division control protein 45
PMG11_03786	CDHK01000003.1	2573365	2574942	+	hypothetical protein
PMG11_03787	CDHK01000003.1	2575171	2576784	-	hypothetical protein
PMG11_03788	CDHK01000003.1	2577156	2578853	-	Putative GTP-binding protein Obg
PMG11_03789	CDHK01000003.1	2590422	2594136	+	Putative Permease of the major facilitator superfamily
PMG11_03790	CDHK01000003.1	2594418	2598833	+	hypothetical protein
PMG11_03791	CDHK01000003.1	2599039	2603110	+	hypothetical protein
PMG11_03792	CDHK01000003.1	2603582	2605119	+	Putative Adenylosuccinate synthetase
PMG11_03793	CDHK01000003.1	2606057	2607423	-	hypothetical protein
PMG11_03794	CDHK01000003.1	2607964	2610486	-	hypothetical protein
PMG11_03795	CDHK01000003.1	2610924	2612733	+	hypothetical protein
PMG11_03796	CDHK01000003.1	2613406	2614971	+	Putative Oxidoreductase
PMG11_03797	CDHK01000003.1	2615197	2616109	+	Putative Succinate dehydrogenase cytochrome b small subunit, mitochondrial
PMG11_03798	CDHK01000003.1	2616478	2617461	-	Putative Septum formation protein Maf
PMG11_03799	CDHK01000003.1	2618319	2619490	-	Putative Helix-loop-helix DNA-binding domain protein
PMG11_03800	CDHK01000003.1	2619756	2620588	+	hypothetical protein
PMG11_03801	CDHK01000003.1	2621316	2622115	+	hypothetical protein
PMG11_03802	CDHK01000003.1	2622506	2624337	+	hypothetical protein
PMG11_03803	CDHK01000003.1	2627915	2628969	-	hypothetical protein
PMG11_03804	CDHK01000003.1	2629431	2631958	+	hypothetical protein
PMG11_03805	CDHK01000003.1	2632173	2633744	+	hypothetical protein
PMG11_03806	CDHK01000003.1	2634452	2638040	+	hypothetical protein
PMG11_03807	CDHK01000003.1	2638319	2641651	+	hypothetical protein
PMG11_03808	CDHK01000003.1	2641894	2646569	+	Putative Importin beta-1 subunit
PMG11_03809	CDHK01000003.1	2646733	2648017	+	Putative 40S ribosomal protein S22
PMG11_03810	CDHK01000003.1	2648145	2649602	+	hypothetical protein
PMG11_03811	CDHK01000003.1	2649826	2652983	+	hypothetical protein
PMG11_03812	CDHK01000003.1	2651127	2655965	-	hypothetical protein
PMG11_03813	CDHK01000003.1	2654037	2655677	+	Putative Phosphatidylserine decarboxylase
PMG11_03814	CDHK01000003.1	2656929	2660189	+	Putative Auxin Efflux Carrier superfamily
PMG11_03815	CDHK01000003.1	2659299	2662590	-	hypothetical protein
PMG11_03816	CDHK01000003.1	2662950	2666090	+	Putative Phospholipase C
PMG11_03817	CDHK01000003.1	2666377	2667835	+	hypothetical protein
PMG11_03818	CDHK01000003.1	2668211	2668765	+	hypothetical protein
PMG11_03819	CDHK01000003.1	2668670	2669843	-	hypothetical protein
PMG11_03820	CDHK01000003.1	2670198	2670864	-	hypothetical protein
PMG11_03821	CDHK01000003.1	2671569	2671931	-	hypothetical protein
PMG11_03822	CDHK01000003.1	2671938	2672562	-	hypothetical protein
PMG11_03823	CDHK01000003.1	2673225	2674751	+	hypothetical protein
PMG11_03824	CDHK01000003.1	2674799	2678780	+	hypothetical protein
PMG11_03825	CDHK01000003.1	2678781	2680171	-	Putative Ubiquitin carbon terminal hydrolase
PMG11_03826	CDHK01000003.1	2680629	2682036	-	Putative Endoglucanase II
PMG11_03827	CDHK01000003.1	2685820	2688877	-	Putative Remark: C-terminal truncated ORF due to the end of contig (Fragment)
PMG11_03828	CDHK01000003.1	2695082	2695637	+	hypothetical protein
PMG11_03829	CDHK01000003.1	2697087	2701208	-	Putative KapC
PMG11_03830	CDHK01000003.1	2701793	2705360	-	hypothetical protein
PMG11_03831	CDHK01000003.1	2705916	2707495	-	Putative Remark: the Arabidopsis thaliana gene product has the protein id: AAF79266. 1
PMG11_03832	CDHK01000003.1	2709034	2712455	-	hypothetical protein
PMG11_03833	CDHK01000003.1	2712553	2714657	+	Putative Coatomer subunit delta
PMG11_03834	CDHK01000003.1	2715926	2718888	+	hypothetical protein
PMG11_03835	CDHK01000003.1	2719003	2721524	-	hypothetical protein
PMG11_03836	CDHK01000003.1	2722102	2723331	-	hypothetical protein
PMG11_03837	CDHK01000003.1	2726665	2728889	+	Putative Sphingolipid fatty acid hydroxylase
PMG11_03838	CDHK01000003.1	2728995	2731455	+	Putative RNA splicing factor
PMG11_03839	CDHK01000003.1	2731763	2733951	+	Putative Protein phosphatase 1K
PMG11_03840	CDHK01000003.1	2734092	2736332	+	Putative CDP-diacylglycerol-inositol 3-phosphatidyltransferase PIS
PMG11_03841	CDHK01000003.1	2736482	2738144	+	Putative 3-isopropylmalate dehydrogenase
PMG11_03842	CDHK01000003.1	2738160	2739774	-	Putative Anaphase promoting complex subunit 10
PMG11_03843	CDHK01000003.1	2741242	2743434	-	hypothetical protein
PMG11_03844	CDHK01000003.1	2743558	2745315	-	Putative GPI-anchored wall transfer protein 1
PMG11_03845	CDHK01000003.1	2747961	2749109	+	hypothetical protein
PMG11_03846	CDHK01000003.1	2750572	2752349	-	Putative Acyl-CoA dehydrogenase mitochondrial
PMG11_03847	CDHK01000003.1	2752539	2754230	+	hypothetical protein
PMG11_03848	CDHK01000003.1	2754488	2755390	-	hypothetical protein
PMG11_03849	CDHK01000003.1	2757434	2760512	-	hypothetical protein
PMG11_03850	CDHK01000003.1	2761649	2763406	-	Putative Protein SSH4
PMG11_03851	CDHK01000003.1	2762917	2766267	+	hypothetical protein
PMG11_03852	CDHK01000003.1	2769668	2770169	+	hypothetical protein
PMG11_03853	CDHK01000003.1	2770975	2774174	+	Putative Molecular chaperone
PMG11_03854	CDHK01000003.1	2775181	2776371	-	hypothetical protein
PMG11_03855	CDHK01000003.1	2779125	2781550	-	hypothetical protein
PMG11_03856	CDHK01000003.1	2782023	2787653	-	hypothetical protein
PMG11_03857	CDHK01000003.1	2788175	2789563	-	Putative ADP-ribosylation factor family protein
PMG11_03858	CDHK01000003.1	2790656	2791637	+	hypothetical protein
PMG11_03859	CDHK01000003.1	2791989	2794939	+	Putative ATP-dependent RNA helicase
PMG11_03860	CDHK01000003.1	2795215	2799058	+	hypothetical protein
PMG11_03861	CDHK01000003.1	2799497	2801559	+	hypothetical protein
PMG11_03862	CDHK01000003.1	2800144	2802670	-	hypothetical protein
PMG11_03863	CDHK01000003.1	2803369	2804139	+	hypothetical protein
PMG11_03864	CDHK01000003.1	2804079	2808161	-	Putative MFS quinate transporter
PMG11_03865	CDHK01000003.1	2806439	2808172	+	hypothetical protein
